Target Word,AI Prediction_Cosine,Hybrid Prediction_Cosine,Rule-Based Prediction,AI Prediction_Euclidean,Hybrid Prediction_Euclidean,Entropy Prediction,Steps
DANIŞ,SAĞIŞ,SAPIŞ,YAĞIŞ,NANIM,NAZIM,DANIŞ,3
DANIŞ,YAĞIŞ,YAĞIŞ,SANIŞ,YANIŞ,YANIŞ,DANIŞ,4
DANIŞ,YAĞIŞ,DANIŞ,DANIŞ,YANIŞ,DANIŞ,DANIŞ,5
ŞAHIS,HAYIR,HAYIR,HAYIR,HAYIR,HAYIR,HAYIR,1
ŞAHIS,SAHIH,SATIH,VAZIH,SAHIH,SATIH,SATIH,1
ŞAHIS,NAHIS,ŞAHIS,ŞAHIS,NAHIS,ŞAHIS,ŞAHIS,2
ŞAHIS,ŞAHIS,ŞAHIS,ŞAHIS,ŞAHIS,ŞAHIS,ŞAHIS,3
ŞAHIS,ŞAHIS,ŞAHIS,ŞAHIS,ŞAHIS,ŞAHIS,ŞAHIS,4
ŞAHIS,ŞAHIS,ŞAHIS,ŞAHIS,ŞAHIS,ŞAHIS,ŞAHIS,5
ALEYH,YELEÇ,YELEÇ,YELEÇ,YELEÇ,YELEÇ,YELEÇ,1
ALEYH,EİYLE,ŞÖYLE,BÖYLE,EİYLE,ŞÖYLE,BÖYLE,1
ALEYH,ELEAİ,ALEYH,ALEYH,ELEAİ,ALEYH,ALEYH,2
ALEYH,ALEYA,ALEYH,ALEYH,ALEYA,ALEYH,ALEYH,3
ALEYH,ALEYA,ALEYH,ALEYH,ALEYA,ALEYH,ALEYH,4
ALEYH,ALEYA,ALEYH,ALEYH,ALEYA,ALEYH,ALEYH,5
BULAŞ,MİYOP,MİYOP,MİYOP,MİYOP,MİYOP,MİYOP,1
BULAŞ,KARAK,KARAR,ÜLSER,KARAK,KARAR,SERAK,1
BULAŞ,EELAN,NEBAT,KALFA,EELAN,FESAT,TALAN,2
BULAŞ,BULAL,BULAŞ,BULAŞ,DULAN,GULAŞ,BULAŞ,3
BULAŞ,BULAŞ,BULAŞ,BULAŞ,DULAŞ,BULAŞ,BULAŞ,4
BULAŞ,BULAŞ,BULAŞ,BULAŞ,BULAŞ,BULAŞ,BULAŞ,5
FAKİR,DURAL,DURAL,DURAL,DURAL,DURAL,DURAL,1
FAKİR,AAARA,ABARA,ARSIZ,AAARA,ABARA,KATRE,1
FAKİR,RATİR,RAKİT,HAKİR,RATİR,RAFİT,BAKİR,2
FAKİR,NAKİR,FAKİR,BAKİR,FAHİR,FAKİR,FAKİR,3
FAKİR,FAKİR,FAKİR,FAKİR,FAKİR,FAKİR,FAKİR,4
FAKİR,FAKİR,FAKİR,FAKİR,FAKİR,FAKİR,FAKİR,5
TOHUM,ÇARPI,ÇARPI,ÇARPI,ÇARPI,ÇARPI,ÇARPI,1
TOHUM,KELEK,KELEK,DİNCE,KELEK,KELEK,MELİK,1
TOHUM,SİNİN,NİNNİ,SOYUM,SİNİN,SİFİN,DOYUM,2
TOHUM,SUTUU,TUZSU,TOHUM,GÜZUU,GÜMÜŞ,BOĞUM,3
TOHUM,TOPUM,TOHUM,TOHUM,MUTUM,YUTUM,COŞUM,4
TOHUM,TOHUM,TOHUM,TOHUM,TOYUM,TOHUM,TOHUM,5
KABUK,DERYA,DERYA,DERYA,DERYA,DERYA,DERYA,1
KABUK,AALAK,ÇAMAT,FALSO,AALAK,AĞLAK,TALAK,1
KABUK,KALİI,KABİL,BATIK,KATIK,KATIK,KANIK,2
KABUK,KABIN,KABIZ,ÇABUK,KANİK,KAPİK,KABUK,3
KABUK,KABUN,KABUS,KABUK,KAVUK,KAVUK,KABUK,4
KABUK,KABUN,KABUK,KABUK,KAVUK,KABUK,KABUK,5
DUMAN,PIRPI,PIRPI,PIRPI,PIRPI,PIRPI,PIRPI,1
DUMAN,KALAK,KALAK,ÖLMÜŞ,KALAK,KALAK,MALİK,1
DUMAN,İEMAN,METAN,UÇMAK,İEMAN,SEMAN,DUMAN,2
DUMAN,İİMAN,İDMAN,TUMAN,İİMAN,İDMAN,DUMAN,3
DUMAN,DOMAN,DUMAN,DUMAN,DÜMAN,DUMAN,DUMAN,4
DUMAN,DUMAN,DUMAN,DUMAN,DUMAN,DUMAN,DUMAN,5
TORUN,TÜRAP,TÜRAP,TÜRAP,TÜRAP,TÜRAP,TÜRAP,1
TORUN,TEREİ,TERME,TORUM,TEREİ,TERLİ,TERLİ,1
TORUN,TORİK,TORİK,TORUN,TORUK,TORUM,TORUN,2
TORUN,TORUU,TORTU,TORUN,TORUK,TORUN,TORUN,3
TORUN,TORUL,TORUL,TORUN,TORUN,TORUN,TORUN,4
TORUN,TORUN,TORUN,TORUN,TORUN,TORUN,TORUN,5
DİLEK,VARTO,VARTO,VARTO,VARTO,VARTO,VARTO,1
DİLEK,SELEK,KELES,ŞÖMİZ,SELEK,SELEK,MELİK,1
DİLEK,İİLEK,BİLEK,DİLLİ,İÖLEK,İMLEK,BİLEK,2
DİLEK,DİLEK,DİLEK,DİLCE,DİLEK,DİLEK,ÇİLEK,3
DİLEK,DİLEK,DİLEK,DİLEK,DİLEK,DİLEK,DİLEK,4
DİLEK,DİLEK,DİLEK,DİLEK,DİLEK,DİLEK,DİLEK,5
ÖTÜRÜ,ŞORCA,ŞORCA,ŞORCA,ŞORCA,ŞORCA,ŞORCA,1
ÖTÜRÜ,REKER,EKLER,RUBLE,REKER,TEKER,KESİR,1
ÖTÜRÜ,RRTRİ,RİJİT,TÜMÜR,RRTRT,RUTİN,FLÖRT,2
ÖTÜRÜ,TRTRÜ,ÖTÜRÜ,ÖTÜRÜ,ÖRÜRT,ÖTÜRÜ,ÖTÜRÜ,3
ÖTÜRÜ,ÖTÜRÜ,ÖTÜRÜ,ÖTÜRÜ,ÖTÜRÜ,ÖTÜRÜ,ÖTÜRÜ,4
ÖTÜRÜ,ÖTÜRÜ,ÖTÜRÜ,ÖTÜRÜ,ÖTÜRÜ,ÖTÜRÜ,ÖTÜRÜ,5
FİZİK,SEFİH,SEFİH,SEFİH,SEFİH,SEFİH,SEFİH,1
FİZİK,FARİF,FARİL,FİNİŞ,FARİF,FARİL,TARİF,1
FİZİK,FİTİK,FİTİN,FİRİK,FİTİK,FİTİN,FİLİZ,2
FİZİK,FİKİK,FİZİK,FİZİK,FİKİK,FİZİK,FİZİK,3
FİZİK,FİZİK,FİZİK,FİZİK,FİZİK,FİZİK,FİZİK,4
FİZİK,FİZİK,FİZİK,FİZİK,FİZİK,FİZİK,FİZİK,5
HATIR,YUVAK,YUVAK,YUVAK,YUVAK,YUVAK,YUVAK,1
HATIR,AARİA,ATARİ,BAĞLI,AARİA,BARÇA,TARLA,1
HATIR,TARIA,MARTI,TANIM,RATİR,SATİR,RASIT,2
HATIR,TATIR,RATIP,ÇAŞIT,NATIR,NATIR,HATIR,3
HATIR,NATIR,NATIR,HATIR,YATIR,HATIR,HATIR,4
HATIR,SATIR,SATIR,HATIR,HATIR,HATIR,HATIR,5
KONUT,KÜKRE,KÜKRE,KÜKRE,KÜKRE,KÜKRE,KÜKRE,1
KONUT,KALAA,KALMA,KUDAS,KALAA,KALAS,KALIN,1
KONUT,KONIN,KOTON,KOLLU,KONUN,KONUT,KONUŞ,2
KONUT,KONTT,KONUT,KONUŞ,KONUT,KONUT,KONUM,3
KONUT,KONUT,KONUT,KONUM,KONUT,KONUT,KONUT,4
KONUT,KONUT,KONUT,KONUT,KONUT,KONUT,KONUT,5
KILIÇ,KAPAK,KAPAK,KAPAK,KAPAK,KAPAK,KAPAK,1
KILIÇ,KELEE,KELLE,KOMUT,KELEE,KELLE,KİLER,1
KILIÇ,KOLLM,KOLSU,KIZIL,KOLLM,KOLSU,KOLLU,2
KILIÇ,KILLİ,KİLİT,KILIÇ,KILLİ,KILGI,KILIÇ,3
KILIÇ,KILIÜ,KILIF,KILIÇ,KILIR,KILIR,KILIÇ,4
KILIÇ,KILIR,KILIR,KILIÇ,KILIM,KILIÇ,KILIÇ,5
MİRAS,NEŞET,NEŞET,NEŞET,NEŞET,NEŞET,NEŞET,1
MİRAS,KARAA,ARAKA,BAKMA,KARAA,KARHA,MALAK,1
MİRAS,SARAR,ISRAR,OLMAZ,İİRAM,İFRAĞ,MİRAS,2
MİRAS,SİRAS,MİRAS,İFHAM,MİRAJ,MİRAS,MİRAS,3
MİRAS,MİRAS,MİRAS,MİRAS,MİRAS,MİRAS,MİRAS,4
MİRAS,MİRAS,MİRAS,MİRAS,MİRAS,MİRAS,MİRAS,5
SİMGE,ABDAL,ABDAL,ABDAL,ABDAL,ABDAL,ABDAL,1
SİMGE,KERİE,ERKİN,PİNES,KERİE,KERİZ,SERİK,1
SİMGE,SİTEİ,TEİST,KİSVE,İİNEE,NİMET,SİNME,2
SİMGE,SİSEE,SİYME,SİMGE,SİMME,SİMGE,SİMGE,3
SİMGE,SİMME,SİMGE,SİMGE,SİMGE,SİMGE,SİMGE,4
SİMGE,SİMGE,SİMGE,SİMGE,SİMGE,SİMGE,SİMGE,5
BIÇAK,DUACI,DUACI,DUACI,DUACI,DUACI,DUACI,1
BIÇAK,KARIK,KARIK,SIZAK,KARIK,KARIK,KATIR,1
BIÇAK,SIMAK,SIMAK,BIÇAK,SIMAK,SIMAK,SIKÇA,2
BIÇAK,ÇILAK,BIÇAK,BIÇAK,ÇILAK,ÇITAK,BIÇAK,3
BIÇAK,BIÇAK,BIÇAK,BIÇAK,ÇIÇAK,BIÇAK,BIÇAK,4
BIÇAK,BIÇAK,BIÇAK,BIÇAK,BIÇAK,BIÇAK,BIÇAK,5
DURUŞ,HURDA,HURDA,HURDA,HURDA,HURDA,HURDA,1
DURUŞ,DURUU,DURUM,DURUK,DURUU,DURUM,DURUK,1
DURUŞ,DURUK,DURUK,DURUŞ,DURUK,DURUK,DURUM,2
DURUŞ,DURUŞ,DURUŞ,DURUŞ,DURUŞ,DURUŞ,DURUŞ,3
DURUŞ,DURUŞ,DURUŞ,DURUŞ,DURUŞ,DURUŞ,DURUŞ,4
DURUŞ,DURUŞ,DURUŞ,DURUŞ,DURUŞ,DURUŞ,DURUŞ,5
MEKAN,LONCA,LONCA,LONCA,LONCA,LONCA,LONCA,1
MEKAN,AASAN,SABAN,YAYAN,AASAN,AKSAN,SAKİN,1
MEKAN,KERAN,EKRAN,UMMAN,KEMAN,KEMAN,DEKAN,2
MEKAN,KEKAN,DEKAN,MİZAN,MEKAN,MEKAN,MEKAN,3
MEKAN,TEKAN,MEKAN,METAN,MEKAN,MEKAN,MEKAN,4
MEKAN,MEKAN,MEKAN,MEKAN,MEKAN,MEKAN,MEKAN,5
SAVCI,ELMAS,ELMAS,ELMAS,ELMAS,ELMAS,ELMAS,1
SAVCI,SASIA,HASSA,AFSUN,SASIA,SAUNA,SARIK,1
SAVCI,SANII,SANRI,YAĞSI,SARII,SARIZ,SANCI,2
SAVCI,SAĞCI,SAĞCI,SAZCI,SAĞCI,SAĞCI,SAĞCI,3
SAVCI,SAVCI,SAVCI,SAVCI,SAVCI,SAVCI,SAVCI,4
SAVCI,SAVCI,SAVCI,SAVCI,SAVCI,SAVCI,SAVCI,5
İHALE,GÖVEM,GÖVEM,GÖVEM,GÖVEM,GÖVEM,GÖVEM,1
İHALE,EERİE,ENEZE,PENSE,EERİE,ŞERİK,KERTİ,1
İHALE,KARLE,BLOKE,ACUZE,İİİLE,HAİLE,ALİZE,2
İHALE,AİLLE,İSALE,ŞAİBE,İHALE,İHALE,İHALE,3
İHALE,İHALE,İHALE,İDARE,İHALE,İHALE,İHALE,4
İHALE,İHALE,İHALE,İLAHE,İHALE,İHALE,İHALE,5
BUÇUK,EBEDİ,EBEDİ,EBEDİ,EBEDİ,EBEDİ,EBEDİ,1
BUÇUK,BARAA,ARABA,BIÇAK,BARAA,BARÇA,BARAK,1
BUÇUK,BULÜK,BOKLU,BUÇUK,BULÜK,BUÇUK,BOZUK,2
BUÇUK,BUTUK,BUÇUK,BUÇUK,BUÇUK,BUÇUK,BUÇUK,3
BUÇUK,BUÇUK,BUÇUK,BUÇUK,BUÇUK,BUÇUK,BUÇUK,4
BUÇUK,BUÇUK,BUÇUK,BUÇUK,BUÇUK,BUÇUK,BUÇUK,5
MELEK,VAHİY,VAHİY,VAHİY,VAHİY,VAHİY,VAHİY,1
MELEK,KEREE,KREPE,ZÜPPE,KEREE,KEREM,SÜREK,1
MELEK,SEKEK,SEKEL,KOKET,ÇEMEK,DEMEK,KELEK,2
MELEK,ÇELEK,ÇELEK,EKSEN,MELEK,MELEK,BELEK,3
MELEK,TELEK,TELEK,LEÇEK,MELEK,MELEK,ÇELEK,4
MELEK,MELEK,MELEK,FELEK,MELEK,MELEK,FELEK,5
İLAVE,BAKAM,BAKAM,BAKAM,BAKAM,BAKAM,BAKAM,1
İLAVE,AOALA,VOLTA,FERDA,AOALA,FODLA,ANTRE,1
İLAVE,ALALI,ALEVİ,İHALE,ALLII,ALICI,İZALE,2
İLAVE,İLAVE,İLAVE,İLAVE,İLASE,İLAHE,İLAHE,3
İLAVE,İLAVE,İLAVE,İLAVE,İLAHE,İLAVE,İLAVE,4
İLAVE,İLAVE,İLAVE,İLAVE,İLAVE,İLAVE,İLAVE,5
ŞÜKÜR,DUYMA,DUYMA,DUYMA,DUYMA,DUYMA,DUYMA,1
ŞÜKÜR,KELEK,KELEK,KILLI,KELEK,KELEK,SERİK,1
ŞÜKÜR,SİKİİ,İKSİR,BİTKİ,SİKİİ,FİKİR,ŞÜKÜR,2
ŞÜKÜR,ÇIKÜR,TIKIR,ÇÖKÜK,ÇIKÜR,ÇÜKÜR,ŞÜKÜR,3
ŞÜKÜR,ÇÜKÜR,ÇÜKÜR,RÜKÜN,SÜKÜR,ŞÜKÜR,ŞÜKÜR,4
ŞÜKÜR,BÜKÜR,ŞÜKÜR,ŞÜKÜR,ŞÜKÜR,ŞÜKÜR,ŞÜKÜR,5
BOZUK,PARAF,PARAF,PARAF,PARAF,PARAF,PARAF,1
BOZUK,KELEK,KELEK,EKSEN,KELEK,KELEK,MELİK,1
BOZUK,SINİK,SINIK,BÖLÜK,SINİK,SINIK,DÖKÜK,2
BOZUK,BÜMİK,MÜZİK,BİCİK,BÜMİK,BUTİK,BOCUK,3
BOZUK,BUZUK,BOZUK,BOĞUK,BOCUK,BOCUK,BOĞUK,4
BOZUK,BOZUK,BOZUK,BOZUK,BOCUK,BOZUK,BOZUK,5
HİTAP,BÜCÜR,BÜCÜR,BÜCÜR,BÜCÜR,BÜCÜR,BÜCÜR,1
HİTAP,KALAK,KALAK,ÇATKI,KALAK,KALAK,MALİK,1
HİTAP,İETAN,HİTAN,POTAS,İETAN,İNTAN,İNSAF,2
HİTAP,HİTAP,HİTAP,HİTAP,MİTAP,ŞİTAP,HİTAP,3
HİTAP,HİTAP,HİTAP,HİTAP,MİTAP,HİTAP,HİTAP,4
HİTAP,HİTAP,HİTAP,HİTAP,HİTAP,HİTAP,HİTAP,5
SELAM,İNTAÇ,İNTAÇ,İNTAÇ,İNTAÇ,İNTAÇ,İNTAÇ,1
SELAM,KARAK,KARAR,KAKAO,KARAK,KARAR,MALAK,1
SELAM,EELAL,LEGAL,DURAL,EELAL,HELAL,DOLAM,2
SELAM,MELAL,MELAS,MELAS,MELAS,MELAS,SELAM,3
SELAM,SELAM,SELAM,SELAM,SELAM,SELAM,SELAM,4
SELAM,SELAM,SELAM,SELAM,SELAM,SELAM,SELAM,5
SAHTE,OFSET,OFSET,OFSET,OFSET,OFSET,OFSET,1
SAHTE,SETİE,TEPSİ,TELİS,SETİE,SETRE,METİS,1
SAHTE,STTTE,SÜTRE,SAHTE,SÜNTE,SAHTE,SAHTE,2
SAHTE,SANTE,SAHTE,SAHTE,SAHTE,SAHTE,SAHTE,3
SAHTE,SAHTE,SAHTE,SAHTE,SAHTE,SAHTE,SAHTE,4
SAHTE,SAHTE,SAHTE,SAHTE,SAHTE,SAHTE,SAHTE,5
HEKİM,GÜVEY,GÜVEY,GÜVEY,GÜVEY,GÜVEY,GÜVEY,1
HEKİM,EERİE,ENEZE,ÇEKİM,EERİE,ŞERİK,KERİM,1
HEKİM,MERİİ,RESİM,HEKİM,KEKİL,SEKİL,ÇEKİM,2
HEKİM,TELİM,LEHİM,HEKİM,TEKİM,TEKİT,HEKİM,3
HEKİM,HECİM,HEKİM,HEKİM,ÇEKİM,ÇEKİM,HEKİM,4
HEKİM,HEKİM,HEKİM,HEKİM,ÇEKİM,HEKİM,HEKİM,5
BULGU,KUMAN,KUMAN,KUMAN,KUMAN,KUMAN,KUMAN,1
BULGU,SURUU,SURUÇ,BUĞUZ,SURUU,SURUÇ,SUTLU,1
BULGU,TULLU,TUĞLU,BURCU,TULLU,TUĞLU,ÇULCU,2
BULGU,BULGU,BULGU,BULGU,BULGU,BULGU,BULGU,3
BULGU,BULGU,BULGU,BULGU,BULGU,BULGU,BULGU,4
BULGU,BULGU,BULGU,BULGU,BULGU,BULGU,BULGU,5
DOĞUŞ,ZÜPPE,ZÜPPE,ZÜPPE,ZÜPPE,ZÜPPE,ZÜPPE,1
DOĞUŞ,KARAA,ARAKA,RUNİK,KARAA,VARAK,TARAK,1
DOĞUŞ,SİLİİ,İBLİS,OCUMA,SİLİİ,SİLİŞ,SONLU,2
DOĞUŞ,BUNUN,UYGUN,LOBUT,BONUŞ,NONOŞ,DOĞUM,3
DOĞUŞ,TOYUM,TOHUM,DOĞUŞ,BOYUŞ,DOYUŞ,DOĞUŞ,4
DOĞUŞ,DOĞUŞ,DOĞUŞ,DOĞUŞ,DOĞUŞ,DOĞUŞ,DOĞUŞ,5
YAHUT,AÇLIK,AÇLIK,AÇLIK,AÇLIK,AÇLIK,AÇLIK,1
YAHUT,MARAA,MACAR,İZABE,MARAA,MARAŞ,SARAT,1
YAHUT,HASİN,TAHİN,SAMUT,HASİN,HAZİN,HAMUT,2
YAHUT,SAHUT,SAHTE,HANUT,SAHUE,SAHTE,YAHUT,3
YAHUT,BAHUT,YAHUT,YAHUT,TAHUT,YAHUT,YAHUT,4
YAHUT,YAHUT,YAHUT,YAHUT,YAHUT,YAHUT,YAHUT,5
KIRIK,AHVAL,AHVAL,AHVAL,AHVAL,AHVAL,AHVAL,1
KIRIK,KERİE,ERMEK,CENUP,KERİE,KERİM,KERİM,1
KIRIK,KIRUK,BORUK,BİTÜM,KIRUK,KORUK,KORKU,2
KIRIK,SIRÜK,TIRIK,IĞDIR,KIRÜK,KÖRÜK,KIRIK,3
KIRIK,SIRIK,SIRIK,SIRIK,KIRIK,KIRIK,KIRIK,4
KIRIK,KIRIK,KIRIK,YIRIK,KIRIK,KIRIK,KIRIK,5
İKİLİ,EKİCİ,EKİCİ,EKİCİ,EKİCİ,EKİCİ,EKİCİ,1
İKİLİ,İKİLİ,İKİLİ,İKİLİ,İKİLİ,İKİLİ,İKİLİ,1
İKİLİ,İKİLİ,İKİLİ,İKİLİ,İKİLİ,İKİLİ,İKİLİ,2
İKİLİ,İKİLİ,İKİLİ,İKİLİ,İKİLİ,İKİLİ,İKİLİ,3
İKİLİ,İKİLİ,İKİLİ,İKİLİ,İKİLİ,İKİLİ,İKİLİ,4
İKİLİ,İKİLİ,İKİLİ,İKİLİ,İKİLİ,İKİLİ,İKİLİ,5
SIFAT,KEŞKİ,KEŞKİ,KEŞKİ,KEŞKİ,KEŞKİ,KEŞKİ,1
SIFAT,SARAA,ARAMA,DOYGU,SARAA,SARAÇ,TARLA,1
SIFAT,SALAI,FASLI,SIRLI,SULAN,SUDAN,SONAT,2
SIFAT,SIFAT,SIFAT,SINMA,SILAT,SIVAT,SIFAT,3
SIFAT,SIFAT,SIFAT,SIĞAÇ,SIĞAT,SIFAT,SIFAT,4
SIFAT,SIFAT,SIFAT,SIFAT,SIFAT,SIFAT,SIFAT,5
ANKET,EŞREF,EŞREF,EŞREF,EŞREF,EŞREF,EŞREF,1
ANKET,GİLEK,İLMEK,GÜNEÇ,GİLEK,ÇİLEK,İMLEK,1
ANKET,KAKET,KASET,NİMET,KAKET,KOKET,ANKET,2
ANKET,AKKET,ANKET,ANTET,SAKET,PAKET,ANKET,3
ANKET,ANKET,ANKET,ANKET,ASKET,ANKET,ANKET,4
ANKET,ANKET,ANKET,ANKET,ANKET,ANKET,ANKET,5
TABAK,ÇOPUR,ÇOPUR,ÇOPUR,ÇOPUR,ÇOPUR,ÇOPUR,1
TABAK,SALAK,KALAS,SÜVEN,SALAK,SALAK,MALİK,1
TABAK,TAKAK,YATAK,MİLİM,KAMAK,YAMAK,SAKAK,2
TABAK,TAMAK,TAŞAK,TAYFA,KATAK,BATAK,BAŞAK,3
TABAK,TAMAK,TABAK,TAŞAK,TABAK,TABAK,TABAK,4
TABAK,TABAK,TABAK,TABAK,TABAK,TABAK,TABAK,5
GAYRI,KUTUP,KUTUP,KUTUP,KUTUP,KUTUP,KUTUP,1
GAYRI,SARAE,SAFER,VAHİM,SARAE,SERÇE,MALEN,1
GAYRI,BARAA,RAYBA,YAYIN,AAAAR,AYYAR,HASAR,2
GAYRI,RAYII,GAYRI,RAYLI,RAYRA,BAYRI,BAYRI,3
GAYRI,GAYRI,GAYRI,SAYRI,ÇAYRI,GAYRI,GAYRI,4
GAYRI,GAYRI,GAYRI,BAYRI,GAYRI,GAYRI,GAYRI,5
HÜZÜN,NÜKTE,NÜKTE,NÜKTE,NÜKTE,NÜKTE,NÜKTE,1
HÜZÜN,SÜNÜN,SÜNNİ,DÜŞÜN,SÜNÜN,SÜLÜN,SÜNGÜ,1
HÜZÜN,GÜRÜN,GÜRÜN,GÜCÜN,GÜRÜN,GÜRÜN,DÜĞÜN,2
HÜZÜN,BÜĞÜN,DÜĞÜN,SÜLÜN,BÜZÜN,HÜZÜN,BÜRÜN,3
HÜZÜN,BÜZÜN,HÜZÜN,BÜRÜN,HÜZÜN,HÜZÜN,HÜZÜN,4
HÜZÜN,HÜZÜN,HÜZÜN,HÜZÜN,HÜZÜN,HÜZÜN,HÜZÜN,5
İDARİ,GÖBEL,GÖBEL,GÖBEL,GÖBEL,GÖBEL,GÖBEL,1
İDARİ,KARAA,ARAKA,CANİK,KARAA,KARAY,TARİK,1
İDARİ,İRART,START,MİZAH,ARARA,START,HİDRA,2
İDARİ,UMARI,UÇARI,İDADİ,UMARI,UÇARI,İDARİ,3
İDARİ,İMARİ,İDARİ,İDARİ,İMARİ,İDARİ,İDARİ,4
İDARİ,İDARİ,İDARİ,İDARİ,İDARİ,İDARİ,İDARİ,5
ÇELİK,APRİL,APRİL,APRİL,APRİL,APRİL,APRİL,1
ÇELİK,EELİK,HELİK,HELİK,EELİK,HELİK,KİLİM,1
ÇELİK,SELİK,KELİK,ÇELİK,SELİK,KELİK,BELİK,2
ÇELİK,ÇELİK,ÇELİK,ÇELİK,ÇELİK,ÇELİK,ÇELİK,3
ÇELİK,ÇELİK,ÇELİK,ÇELİK,ÇELİK,ÇELİK,ÇELİK,4
ÇELİK,ÇELİK,ÇELİK,ÇELİK,ÇELİK,ÇELİK,ÇELİK,5
MARUZ,AYRAÇ,AYRAÇ,AYRAÇ,AYRAÇ,AYRAÇ,AYRAÇ,1
MARUZ,KARİA,FERMA,KARNE,KARİA,KARNE,MARKİ,1
MARUZ,MARIM,MARİZ,GAROZ,SARİI,SARİG,MARUF,2
MARUZ,MARUZ,MARUZ,MARUZ,MARII,MARTI,MARUL,3
MARUZ,MARUZ,MARUZ,MARUZ,MARUO,MARUL,MARUZ,4
MARUZ,MARUZ,MARUZ,MARUZ,MARUZ,MARUZ,MARUZ,5
ACELE,MARİZ,MARİZ,MARİZ,MARİZ,MARİZ,MARİZ,1
ACELE,AOLAA,ALAKA,ELVAN,AOLAA,AKLAN,KOLAN,1
ACELE,ANILI,ASILI,ŞEHLA,ALILI,ATILI,PLASE,2
ACELE,ACELE,ACELE,ACELE,ACELE,ACELE,ACELE,3
ACELE,ACELE,ACELE,ACELE,ACELE,ACELE,ACELE,4
ACELE,ACELE,ACELE,ACELE,ACELE,ACELE,ACELE,5
İPTAL,BÜKEN,BÜKEN,BÜKEN,BÜKEN,BÜKEN,BÜKEN,1
İPTAL,SARAA,PARSA,İĞFAL,SARAA,SARAT,TARLA,1
İPTAL,AOPAP,HİCAP,İŞGAL,TUTAL,TUTAM,HİLAT,2
İPTAL,İPTAL,İPTAL,İPTAL,İİTAL,İPTAL,İPTAL,3
İPTAL,İPTAL,İPTAL,İPTAL,İPTAL,İPTAL,İPTAL,4
İPTAL,İPTAL,İPTAL,İPTAL,İPTAL,İPTAL,İPTAL,5
KÖMÜR,RESİM,RESİM,RESİM,RESİM,RESİM,RESİM,1
KÖMÜR,MARAA,ARAMA,MARUZ,MARAA,MARAŞ,MURAT,1
KÖMÜR,MURUR,MUZUR,TROMP,KUMUR,DUMUR,KÖMÜR,2
KÖMÜR,KÜMÜR,TÜMÜR,KÖMÜR,KÜMÜR,TÜMÜR,KÖMÜR,3
KÖMÜR,KÖMÜR,KÖMÜR,KÖMÜR,KÖMÜR,KÖMÜR,KÖMÜR,4
KÖMÜR,KÖMÜR,KÖMÜR,KÖMÜR,KÖMÜR,KÖMÜR,KÖMÜR,5
YEMİN,FETVA,FETVA,FETVA,FETVA,FETVA,FETVA,1
YEMİN,SELİE,SEBİL,YEŞİM,SELİE,SEBİL,MEREK,1
YEMİN,KERİK,KERİM,YEMİN,KERİK,KERİM,SELİM,2
YEMİN,MEMİN,MEŞİN,YEMİN,MEMİN,MEŞİN,YEMİN,3
YEMİN,DEMİN,DEMİN,YEMİN,DEMİN,DEMİN,YEMİN,4
YEMİN,DEMİN,YEMİN,YEMİN,DEMİN,YEMİN,YEMİN,5
ETNİK,ZİNDE,ZİNDE,ZİNDE,ZİNDE,ZİNDE,ZİNDE,1
ETNİK,SENİİ,GENİŞ,YENGİ,SENİİ,SENİT,FENCİ,1
ETNİK,ETNİK,ETNİK,ETNİK,ETNİK,ETNİK,ETNİK,2
ETNİK,ETNİK,ETNİK,ETNİK,ETNİK,ETNİK,ETNİK,3
ETNİK,ETNİK,ETNİK,ETNİK,ETNİK,ETNİK,ETNİK,4
ETNİK,ETNİK,ETNİK,ETNİK,ETNİK,ETNİK,ETNİK,5
ASLAN,EFEKT,EFEKT,EFEKT,EFEKT,EFEKT,EFEKT,1
ASLAN,SARAA,ÇASAR,HACİR,SARAA,SARAÇ,MARAL,1
ASLAN,ASLAS,ASLAN,DÜNYA,ASSAS,ASHAP,ALYAN,2
ASLAN,ASLAN,ASLAN,ANGIÇ,ASLAS,ASLAN,ASLAN,3
ASLAN,ASLAN,ASLAN,AJANS,ASLAN,ASLAN,ASLAN,4
ASLAN,ASLAN,ASLAN,ASLAN,ASLAN,ASLAN,ASLAN,5
COŞKU,MUTAF,MUTAF,MUTAF,MUTAF,MUTAF,MUTAF,1
COŞKU,KORUN,KONUR,UZLUK,KORUN,KORUN,KORUN,1
COŞKU,SOKLU,BOKLU,KOVCU,SOKLU,BOKLU,ÇOKÇU,2
COŞKU,BOŞKU,COŞKU,COŞKU,SOŞKU,COŞKU,COŞKU,3
COŞKU,BOŞKU,COŞKU,COŞKU,BOŞKU,COŞKU,COŞKU,4
COŞKU,COŞKU,COŞKU,COŞKU,COŞKU,COŞKU,COŞKU,5
ŞEHİT,SAZLI,SAZLI,SAZLI,SAZLI,SAZLI,SAZLI,1
ŞEHİT,KERİE,KERKİ,KEMİK,KERİE,KERİM,KERİM,1
ŞEHİT,DENİN,NEFİY,TEPİŞ,TENİN,CENİN,ŞEDİT,2
ŞEHİT,GETİM,GEÇİT,ŞEHİT,TEDİT,TEDİP,ŞEHİT,3
ŞEHİT,BEDİT,BECİT,ŞEHİT,BETİT,BEYİT,ŞEHİT,4
ŞEHİT,ŞEYİT,ŞEDİT,ŞEHİT,GEYİT,GEOİT,ŞEHİT,5
